_id,CH_SYMBOL,CH_SERIES,CH_MARKET_TYPE,CH_TRADE_HIGH_PRICE,CH_TRADE_LOW_PRICE,CH_OPENING_PRICE,CH_CLOSING_PRICE,CH_LAST_TRADED_PRICE,CH_PREVIOUS_CLS_PRICE,CH_TOT_TRADED_QTY,CH_TOT_TRADED_VAL,CH_52WEEK_HIGH_PRICE,CH_52WEEK_LOW_PRICE,CH_TOTAL_TRADES,CH_ISIN,CH_TIMESTAMP,TIMESTAMP,createdAt,updatedAt,__v,VWAP,mTIMESTAMP
5f1b182fdd82bb00086f5ed4,IRCTC,EQ,N,1372,1356,1365.1,1357.85,1358,1371.5,376199,512219735.1,1994,625,24094,INE335Y01012,2020-07-24,2020-07-23T18:30:00.000Z,2020-07-24T17:19:43.718Z,2020-07-24T17:19:43.718Z,0,1361.57,24-Jul-2020
5f1b186e8a46ea0008de2e64,IRCTC,EQ,N,1386,1365.05,1373.1,1371.5,1372.05,1372.95,419217,576779304.7,1994,625,21192,INE335Y01012,2020-07-23,2020-07-22T18:30:00.000Z,2020-07-24T17:20:46.078Z,2020-07-24T17:20:46.078Z,0,1375.85,23-Jul-2020
5f182b9bfc4c460008412d46,IRCTC,EQ,N,1398.7,1370,1395,1372.95,1373.5,1390.2,458144,631952640.1,1994,625,29724,INE335Y01012,2020-07-22,2020-07-21T18:30:00.000Z,2020-07-22T12:05:47.889Z,2020-07-22T12:05:47.889Z,0,1379.38,22-Jul-2020
5f16d902efc9fc0008af7ed1,IRCTC,EQ,N,1412.2,1376.45,1381.5,1390.2,1393.9,1376.45,1155149,1611098076.6,1994,625,52472,INE335Y01012,2020-07-21,2020-07-20T18:30:00.000Z,2020-07-21T12:01:06.469Z,2020-07-21T12:01:06.469Z,0,1394.71,21-Jul-2020
5f15d5f66317fd00080d802b,IRCTC,EQ,N,1389,1371,1380,1376.45,1375.7,1370.95,505497,696370440.1,1994,625,27738,INE335Y01012,2020-07-20,2020-07-19T18:30:00.000Z,2020-07-20T17:35:50.192Z,2020-07-20T17:35:50.192Z,0,1377.6,20-Jul-2020
5f119302cef9350008a529b5,IRCTC,EQ,N,1400,1366.7,1374,1370.95,1372.35,1364.2,807945,1115450176.4,1994,625,43902,INE335Y01012,2020-07-17,2020-07-16T18:30:00.000Z,2020-07-17T12:01:06.781Z,2020-07-17T12:01:06.781Z,0,1380.6,17-Jul-2020
5f1098784fc18a00089d1829,IRCTC,EQ,N,1379,1335,1355,1364.2,1362.7,1351.95,528436,714300891.15,1994,625,32856,INE335Y01012,2020-07-16,2020-07-15T18:30:00.000Z,2020-07-16T18:12:08.894Z,2020-07-16T18:12:08.894Z,0,1351.73,16-Jul-2020
5f111cafcc94cd0009f49336,IRCTC,EQ,N,1379,1350,1365.15,1351.95,1355,1362.15,554120,754717002.45,1994,625,38163,INE335Y01012,2020-07-15,2020-07-14T18:30:00.000Z,2020-07-17T03:36:15.085Z,2020-07-17T03:36:15.085Z,0,1362.01,15-Jul-2020
5f0debec4826170008aa2189,IRCTC,EQ,N,1387,1355.55,1387,1362.15,1363.95,1397.35,755567,1035536183.3,1994,625,49544,INE335Y01012,2020-07-14,2020-07-13T18:30:00.000Z,2020-07-14T17:31:24.313Z,2020-07-14T17:31:24.313Z,0,1370.54,14-Jul-2020
5f0c4d3d78363500084cb390,IRCTC,EQ,N,1444,1386.35,1444,1397.35,1393.95,1400.95,1325294,1873159966.7,1994,625,57636,INE335Y01012,2020-07-13,2020-07-12T18:30:00.000Z,2020-07-13T12:02:05.130Z,2020-07-13T12:02:05.130Z,0,1413.39,13-Jul-2020
5f111d3cda8bb90009dbde8a,IRCTC,EQ,N,1444,1360,1375,1400.95,1399.45,1385.05,1832270,2574787300.35,1994,625,84668,INE335Y01012,2020-07-10,2020-07-09T18:30:00.000Z,2020-07-17T03:38:37.058Z,2020-07-17T03:38:37.058Z,0,1405.24,10-Jul-2020
5f111b926a98190008dff83c,IRCTC,EQ,N,1400,1381.15,1396,1385.05,1386,1390.1,352999,490088139.85,1994,625,19251,INE335Y01012,2020-07-09,2020-07-08T18:30:00.000Z,2020-07-17T03:31:30.400Z,2020-07-17T03:31:30.400Z,0,1388.36,09-Jul-2020
5f05b58269b2c10008239446,IRCTC,EQ,N,1413.35,1384.6,1397,1390.1,1390,1397.4,472306,660802078.35,1994,625,26258,INE335Y01012,2020-07-08,2020-07-07T18:30:00.000Z,2020-07-08T12:01:06.199Z,2020-07-08T12:01:06.199Z,0,1399.1,08-Jul-2020
5f0463e69c0f4b0008141289,IRCTC,EQ,N,1411,1390.05,1410,1397.4,1399,1400.75,480214,672065934.1,1994,625,27235,INE335Y01012,2020-07-07,2020-07-06T18:30:00.000Z,2020-07-07T12:00:38.238Z,2020-07-07T12:00:38.238Z,0,1399.51,07-Jul-2020
5f111c07da8bb90009dbd5cc,IRCTC,EQ,N,1415.5,1394,1405.5,1400.75,1400,1405.1,614933,863152539.8,1994,625,33812,INE335Y01012,2020-07-06,2020-07-05T18:30:00.000Z,2020-07-17T03:33:27.941Z,2020-07-17T03:33:27.941Z,0,1403.65,06-Jul-2020
5eff1e0359d2de000814fceb,IRCTC,EQ,N,1425,1398,1415,1405.1,1405,1412.35,599488,844102324.6,1994,625,34447,INE335Y01012,2020-07-03,2020-07-02T18:30:00.000Z,2020-07-03T12:01:07.432Z,2020-07-03T12:01:07.432Z,0,1408.04,03-Jul-2020
5efdcc817869e50009733cbf,IRCTC,EQ,N,1467.8,1395.3,1440,1412.35,1410.3,1363.05,2158418,3070963895.8,1994,625,108056,INE335Y01012,2020-07-02,2020-07-01T18:30:00.000Z,2020-07-02T12:01:05.874Z,2020-07-02T12:01:05.874Z,0,1422.78,02-Jul-2020
5efcc96d0b8f47000850e654,IRCTC,EQ,N,1377,1356,1363.65,1363.05,1362.6,1358.65,382997,522620041.85,1994,625,22027,INE335Y01012,2020-07-01,2020-06-30T18:30:00.000Z,2020-07-01T17:35:41.154Z,2020-07-01T17:35:41.154Z,0,1364.55,01-Jul-2020
5efb295e90889500081393b2,IRCTC,EQ,N,1384.95,1356.1,1370,1358.65,1361,1355.85,548385,750991740.3,1994,625,30797,INE335Y01012,2020-06-30,2020-06-29T18:30:00.000Z,2020-06-30T12:00:30.611Z,2020-06-30T12:00:30.611Z,0,1369.46,30-Jun-2020
5efa2266d683380008b44176,IRCTC,EQ,N,1370,1350.05,1370,1355.85,1355.95,1382.25,716802,972101114.4,1994,625,45239,INE335Y01012,2020-06-29,2020-06-28T18:30:00.000Z,2020-06-29T17:18:30.849Z,2020-06-29T17:18:30.849Z,0,1356.16,29-Jun-2020
5ef5e381c1a70000082b96dc,IRCTC,EQ,N,1404,1340,1349,1382.25,1385,1412.35,1727846,2381075909.6,1994,625,93535,INE335Y01012,2020-06-26,2020-06-25T18:30:00.000Z,2020-06-26T12:01:05.295Z,2020-06-26T12:01:05.295Z,0,1378.06,26-Jun-2020
5f111b62048982000805ac84,IRCTC,EQ,N,1429.95,1392,1410,1412.35,1411.6,1421,689248,973603890.45,1994,625,50293,INE335Y01012,2020-06-25,2020-06-24T18:30:00.000Z,2020-07-17T03:30:42.253Z,2020-07-17T03:30:42.253Z,0,1412.56,25-Jun-2020
5f111b329efdea00086cc204,IRCTC,EQ,N,1479,1417.3,1461.95,1421,1425,1450.8,1125681,1626891654.7,1994,625,58396,INE335Y01012,2020-06-24,2020-06-23T18:30:00.000Z,2020-07-17T03:29:54.169Z,2020-07-17T03:29:54.169Z,0,1445.25,24-Jun-2020
5ef1ef578d7230000817fd77,IRCTC,EQ,N,1497.5,1418,1426,1450.8,1454.95,1416.4,2551183,3733007067,1994,625,100653,INE335Y01012,2020-06-23,2020-06-22T18:30:00.000Z,2020-06-23T12:02:34.775Z,2020-06-23T12:02:34.775Z,0,1463.25,23-Jun-2020
5ef243b45ff88f00087d7f73,IRCTC,EQ,N,1442,1412.1,1430,1416.4,1418,1423.95,769590,1094731443.85,1994,625,45057,INE335Y01012,2020-06-22,2020-06-21T18:30:00.000Z,2020-06-23T18:02:28.650Z,2020-06-23T18:02:28.650Z,0,1422.49,22-Jun-2020
5eeca91eca24150008292f6a,IRCTC,EQ,N,1446,1415,1420,1423.95,1426.95,1409.6,1500063,2142340704.2,1994,625,51315,INE335Y01012,2020-06-19,2020-06-18T18:30:00.000Z,2020-06-19T12:01:34.950Z,2020-06-19T12:01:34.950Z,0,1428.17,19-Jun-2020
5eeb7f50c126050008ec9554,IRCTC,EQ,N,1427.7,1391.35,1400,1409.6,1410,1395.1,649132,914288347.45,1994,625,30781,INE335Y01012,2020-06-18,2020-06-17T18:30:00.000Z,2020-06-18T14:50:56.258Z,2020-06-18T14:50:56.258Z,0,1408.48,18-Jun-2020
5eea05f446247b00083068ed,IRCTC,EQ,N,1417.8,1386.05,1390,1395.1,1392.95,1411.05,510679,715666815.4,1994,625,30683,INE335Y01012,2020-06-17,2020-06-16T18:30:00.000Z,2020-06-17T12:00:53.027Z,2020-06-17T12:00:53.027Z,0,1401.4,17-Jun-2020
5ee8b4a46ad8fa00085c221d,IRCTC,EQ,N,1452.75,1380.8,1445,1411.05,1408.6,1423.25,891268,1262558248.3,1994,625,51169,INE335Y01012,2020-06-16,2020-06-15T18:30:00.000Z,2020-06-16T12:01:41.011Z,2020-06-16T12:01:41.011Z,0,1416.59,16-Jun-2020
5ee7695ffdc386000899b052,IRCTC,EQ,N,1449,1410.65,1425,1423.25,1422,1425.25,733722,1048544105.9,1994,625,43102,INE335Y01012,2020-06-15,2020-06-14T18:30:00.000Z,2020-06-15T12:28:15.667Z,2020-06-15T12:28:15.667Z,0,1429.08,15-Jun-2020
5ee36f64f0beca000932c31d,IRCTC,EQ,N,1444,1341,1341,1425.25,1425,1433.35,1540126,2162048863.55,1994,625,107954,INE335Y01012,2020-06-12,2020-06-11T18:30:00.000Z,2020-06-12T12:04:52.281Z,2020-06-12T12:04:52.281Z,0,1403.81,12-Jun-2020
5ef2444ec4ea2e0008a75142,IRCTC,EQ,N,1477.95,1425.55,1454.5,1433.35,1433,1454.55,859510,1246203936.6,1994,625,47756,INE335Y01012,2020-06-11,2020-06-10T18:30:00.000Z,2020-06-23T18:05:02.479Z,2020-06-23T18:05:02.479Z,0,1449.9,11-Jun-2020
5ef24478f328a00008db0da1,IRCTC,EQ,N,1506.85,1437,1496,1454.55,1457,1493.4,1120128,1640781499.9,1994,625,69734,INE335Y01012,2020-06-10,2020-06-09T18:30:00.000Z,2020-06-23T18:05:44.142Z,2020-06-23T18:05:44.142Z,0,1464.82,10-Jun-2020
5ef243e2ba3ac100096f1a5d,IRCTC,EQ,N,1570,1472,1546,1493.4,1493,1532.15,1600239,2424129451.3,1994,625,90711,INE335Y01012,2020-06-09,2020-06-08T18:30:00.000Z,2020-06-23T18:03:14.288Z,2020-06-23T18:03:14.288Z,0,1514.85,09-Jun-2020
5ef243cdb998c10008afcc7e,IRCTC,EQ,N,1595,1458.85,1470,1532.15,1533,1456.2,4335458,6633825318.1,1994,625,208323,INE335Y01012,2020-06-08,2020-06-07T18:30:00.000Z,2020-06-23T18:02:53.332Z,2020-06-23T18:02:53.332Z,0,1530.13,08-Jun-2020
5eda340144f13100088b5b69,IRCTC,EQ,N,1487.5,1436,1458.9,1456.2,1455,1431.45,2726540,3991917023.25,1994,625,115778,INE335Y01012,2020-06-05,2020-06-04T18:30:00.000Z,2020-06-05T12:01:05.558Z,2020-06-05T12:01:05.558Z,0,1464.1,05-Jun-2020
5ed8e2654439fd0008512bbe,IRCTC,EQ,N,1439.9,1381.6,1397.5,1431.45,1435,1392.55,1851685,2630233279.85,1994,625,72174,INE335Y01012,2020-06-04,2020-06-03T18:30:00.000Z,2020-06-04T12:00:37.889Z,2020-06-04T12:00:37.889Z,0,1420.45,04-Jun-2020
5ed791037a1af200085d0a80,IRCTC,EQ,N,1421.65,1389,1415,1392.55,1397.7,1409.85,831499,1166332661.15,1994,625,57872,INE335Y01012,2020-06-03,2020-06-02T18:30:00.000Z,2020-06-03T12:01:07.498Z,2020-06-03T12:01:07.498Z,0,1402.69,03-Jun-2020
5ee767eca27a6a0008c9f05e,IRCTC,EQ,N,1425,1402,1422,1409.85,1410,1415.75,636146,899219913.7,1994,625,37759,INE335Y01012,2020-06-02,2020-06-01T18:30:00.000Z,2020-06-15T12:22:04.859Z,2020-06-15T12:22:04.859Z,0,1413.54,02-Jun-2020
5ed4ee0176f19800081271ae,IRCTC,EQ,N,1450,1411.4,1450,1415.75,1420.65,1410.35,951508,1359786240.7,1994,625,53936,INE335Y01012,2020-06-01,2020-05-31T18:30:00.000Z,2020-06-01T12:01:05.082Z,2020-06-01T12:01:05.082Z,0,1429.09,01-Jun-2020
5ed0fd08623c1d00084ef983,IRCTC,EQ,N,1422,1366.35,1380,1410.35,1409,1381.3,1242472,1748655562.75,1994,625,64050,INE335Y01012,2020-05-29,2020-05-28T18:30:00.000Z,2020-05-29T12:16:08.589Z,2020-05-29T12:16:08.589Z,0,1407.4,29-May-2020
5ecfa801413b6c00082093e5,IRCTC,EQ,N,1404,1362,1389,1381.3,1381.1,1391.75,720618,998176628.65,1994,625,49667,INE335Y01012,2020-05-28,2020-05-27T18:30:00.000Z,2020-05-28T12:01:05.030Z,2020-05-28T12:01:05.030Z,0,1385.17,28-May-2020
5ece56802e488c00082acd08,IRCTC,EQ,N,1414.9,1331,1347,1391.75,1389.05,1377.75,1205961,1644465664.5,1994,625,72089,INE335Y01012,2020-05-27,2020-05-26T18:30:00.000Z,2020-05-27T12:01:04.974Z,2020-05-27T12:01:04.974Z,0,1363.61,27-May-2020
5ecd04e30f5c2100084bc2fa,IRCTC,EQ,N,1449,1373,1449,1377.75,1377.95,1422.7,1167876,1633620437.9,1994,625,80385,INE335Y01012,2020-05-26,2020-05-25T18:30:00.000Z,2020-05-26T12:00:35.122Z,2020-05-26T12:00:35.122Z,0,1398.8,26-May-2020
5ec7bf007e6cba0008f8e3df,IRCTC,EQ,N,1460,1400,1449,1422.7,1423,1400,2602909,3718257137.05,1994,625,147187,INE335Y01012,2020-05-22,2020-05-21T18:30:00.000Z,2020-05-22T12:01:04.873Z,2020-05-22T12:01:04.873Z,0,1428.5,22-May-2020
5ec66d6493ecae00085c133f,IRCTC,EQ,N,1400,1400,1400,1400,1400,1333.35,186571,261199400,1994,625,6555,INE335Y01012,2020-05-21,2020-05-20T18:30:00.000Z,2020-05-21T12:00:36.852Z,2020-05-21T12:00:36.852Z,0,1400,21-May-2020
5ec51c01d776c7000837f2d4,IRCTC,EQ,N,1333.35,1333.35,1333.35,1333.35,1333.35,1269.9,518570,691435309.5,1994,625,12646,INE335Y01012,2020-05-20,2020-05-19T18:30:00.000Z,2020-05-20T12:01:05.412Z,2020-05-20T12:01:05.412Z,0,1333.35,20-May-2020
5ec3ca657ac81d00085e1c68,IRCTC,EQ,N,1309.95,1245.65,1265,1269.9,1274.5,1263.6,1208900,1536904790.8,1994,625,82902,INE335Y01012,2020-05-19,2020-05-18T18:30:00.000Z,2020-05-19T12:00:37.087Z,2020-05-19T12:00:37.087Z,0,1271.32,19-May-2020
5ec279245b32f10008a5971c,IRCTC,EQ,N,1314.95,1263.6,1310.5,1263.6,1263.6,1330.1,862751,1099209829.85,1994,625,75912,INE335Y01012,2020-05-18,2020-05-17T18:30:00.000Z,2020-05-18T12:01:40.347Z,2020-05-18T12:01:40.347Z,0,1274.08,18-May-2020
5ebe8480c738bf0008c4dfdf,IRCTC,EQ,N,1377.4,1325.65,1342,1330.1,1329,1389.2,1285331,1720292031.05,1994,625,93519,INE335Y01012,2020-05-15,2020-05-14T18:30:00.000Z,2020-05-15T12:01:04.385Z,2020-05-15T12:01:04.385Z,0,1338.4,15-May-2020
5ebd32e4b7d0c80008e477b4,IRCTC,EQ,N,1475,1382.65,1469.95,1389.2,1389,1437.1,3802256,5398056499.05,1994,625,248357,INE335Y01012,2020-05-14,2020-05-13T18:30:00.000Z,2020-05-14T12:00:36.169Z,2020-05-14T12:00:36.169Z,0,1419.7,14-May-2020
5ebbe163f79ef100088a7a02,IRCTC,EQ,N,1437.1,1376,1437.1,1437.1,1437.1,1368.7,2268041,3231440396.1,1994,625,103739,INE335Y01012,2020-05-13,2020-05-12T18:30:00.000Z,2020-05-13T12:00:35.749Z,2020-05-13T12:00:35.749Z,0,1424.77,13-May-2020
5eba8fe3dad6ca0008e06e66,IRCTC,EQ,N,1368.7,1368.7,1368.7,1368.7,1368.7,1303.55,172092,235542320.4,1994,625,5652,INE335Y01012,2020-05-12,2020-05-11T18:30:00.000Z,2020-05-12T12:00:35.955Z,2020-05-12T12:00:35.955Z,0,1368.7,12-May-2020
5eb93e6393bc02000807a485,IRCTC,EQ,N,1303.55,1303.55,1303.55,1303.55,1303.55,1241.5,129360,168627228,1994,625,5529,INE335Y01012,2020-05-11,2020-05-10T18:30:00.000Z,2020-05-11T12:00:35.389Z,2020-05-11T12:00:35.389Z,0,1303.55,11-May-2020
5eb549e0d9948500083684c2,IRCTC,EQ,N,1275.25,1222,1230,1241.5,1243,1214.55,1868132,2344471635.8,1994,625,70703,INE335Y01012,2020-05-08,2020-05-07T18:30:00.000Z,2020-05-08T12:00:32.400Z,2020-05-08T12:00:32.400Z,0,1254.98,08-May-2020
5eb3f85d5bbde20008dc4124,IRCTC,EQ,N,1248.95,1190,1219.4,1214.55,1216.4,1216.2,1023481,1246948043.55,1994,625,65176,INE335Y01012,2020-05-07,2020-05-06T18:30:00.000Z,2020-05-07T12:00:29.385Z,2020-05-07T12:00:29.385Z,0,1218.34,07-May-2020
5eb2a6e46952ee0008288ed9,IRCTC,EQ,N,1268.9,1202.25,1264,1216.2,1219.4,1262,920936,1126832207,1994,625,72617,INE335Y01012,2020-05-06,2020-05-05T18:30:00.000Z,2020-05-06T12:00:36.342Z,2020-05-06T12:00:36.342Z,0,1223.57,06-May-2020
5ece2fbda7d7070008238a90,IRCTC,EQ,N,1309.8,1260,1305,1262,1264,1282.35,656951,840103981.95,1994,625,49795,INE335Y01012,2020-05-05,2020-05-04T18:30:00.000Z,2020-05-27T09:15:41.976Z,2020-05-27T09:15:41.976Z,0,1278.79,05-May-2020
5ef2455bb9601200082d8a64,IRCTC,EQ,N,1304,1270.1,1270.1,1282.35,1287,1324.35,765849,983689274.5,1994,625,62644,INE335Y01012,2020-05-04,2020-05-03T18:30:00.000Z,2020-06-23T18:09:31.212Z,2020-06-23T18:09:31.212Z,0,1284.44,04-May-2020
5eaabdde4a869300089a91a1,IRCTC,EQ,N,1344.95,1315,1340,1324.35,1324.05,1319,799185,1062111462.4,1994,625,46862,INE335Y01012,2020-04-30,2020-04-29T18:30:00.000Z,2020-04-30T12:00:30.187Z,2020-04-30T12:00:30.187Z,0,1328.99,30-Apr-2020
5ea96c65e9c5d6000806b6cb,IRCTC,EQ,N,1364,1305.55,1364,1319,1317.35,1328.4,1254301,1679898201.9,1994,625,72375,INE335Y01012,2020-04-29,2020-04-28T18:30:00.000Z,2020-04-29T12:00:37.224Z,2020-04-29T12:00:37.224Z,0,1339.31,29-Apr-2020
5ea81ae544c8c20008e529d5,IRCTC,EQ,N,1331,1235,1280,1328.4,1331,1267.65,2002025,2590526960.7,1994,625,107163,INE335Y01012,2020-04-28,2020-04-27T18:30:00.000Z,2020-04-28T12:00:37.247Z,2020-04-28T12:00:37.247Z,0,1293.95,28-Apr-2020
5ea6c965544ba90008e89d41,IRCTC,EQ,N,1329.9,1240.85,1262,1267.65,1270,1302.8,1469187,1876290219.65,1994,625,107251,INE335Y01012,2020-04-27,2020-04-26T18:30:00.000Z,2020-04-27T12:00:37.384Z,2020-04-27T12:00:37.384Z,0,1277.09,27-Apr-2020
5ea2d50098bd860008322d49,IRCTC,EQ,N,1347.75,1302.8,1330,1302.8,1302.8,1371.35,911686,1195992249,1994,625,64300,INE335Y01012,2020-04-24,2020-04-23T18:30:00.000Z,2020-04-24T12:01:04.638Z,2020-04-24T12:01:04.638Z,0,1311.85,24-Apr-2020
5ea18380f581ca0008bae81b,IRCTC,EQ,N,1448.95,1365.55,1440,1371.35,1374,1434.45,1486466,2067970413.95,1994,625,105826,INE335Y01012,2020-04-23,2020-04-22T18:30:00.000Z,2020-04-23T12:01:04.548Z,2020-04-23T12:01:04.548Z,0,1391.2,23-Apr-2020
5ea031e329938c0008a2c0d1,IRCTC,EQ,N,1509,1401.1,1480,1434.45,1432.3,1462.1,2024664,2937126030.7,1994,625,125115,INE335Y01012,2020-04-22,2020-04-21T18:30:00.000Z,2020-04-22T12:00:35.628Z,2020-04-22T12:00:35.628Z,0,1450.67,22-Apr-2020
